"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"
"GO:0140242"	"GO:0140242"	"translation at postsynapse"	49	-0.691809104693189	-2.6257798506071	8.90661364016019e-11	4.18826323675597e-09	2.70449550007241e-09	4242	"tags=86%, list=26%, signal=63%"
"GO:0060560"	"GO:0060560"	"developmental growth involved in morphogenesis"	261	0.468280661400978	2.01773247221823	1.01483295147472e-10	4.73399275203926e-09	3.05689049888427e-09	2612	"tags=36%, list=16%, signal=30%"
"GO:1905818"	"GO:1905818"	"regulation of chromosome separation"	72	-0.602307188752526	-2.50782426395911	1.06518722088667e-10	4.9294497499922e-09	3.18310333259116e-09	2731	"tags=60%, list=17%, signal=50%"
"GO:0019722"	"GO:0019722"	"calcium-mediated signaling"	186	0.511396327156297	2.14771801022584	1.09945948373513e-10	5.04799074776342e-09	3.25964904543768e-09	2824	"tags=37%, list=18%, signal=31%"
"GO:0051304"	"GO:0051304"	"chromosome separation"	80	-0.58672110160675	-2.49468481962097	1.15081575516467e-10	5.24250520966029e-09	3.38525325347369e-09	2731	"tags=56%, list=17%, signal=47%"
"GO:0034765"	"GO:0034765"	"regulation of monoatomic ion transmembrane transport"	242	0.4774624061353	2.03985160673363	1.24622332942872e-10	5.63312266193713e-09	3.63748743318364e-09	2684	"tags=37%, list=17%, signal=31%"
"GO:0031297"	"GO:0031297"	"replication fork processing"	58	-0.646372821689539	-2.57167209831423	1.36244346644158e-10	6.11108296370833e-09	3.94612168377451e-09	3551	"tags=66%, list=22%, signal=51%"
"GO:0050770"	"GO:0050770"	"regulation of axonogenesis"	170	0.522682196924495	2.1738856810586	1.39924951742333e-10	6.22826254663772e-09	4.0217882875237e-09	2898	"tags=44%, list=18%, signal=37%"
"GO:0035725"	"GO:0035725"	"sodium ion transmembrane transport"	127	0.564246161434506	2.2528423011975	1.51353378706124e-10	6.68592084269251e-09	4.31731288382621e-09	2756	"tags=50%, list=17%, signal=42%"
"GO:0007632"	"GO:0007632"	"visual behavior"	69	0.656433441810833	2.34986369211537	1.57185638610398e-10	6.89134931381378e-09	4.44996461661571e-09	3294	"tags=58%, list=20%, signal=46%"
"GO:0033555"	"GO:0033555"	"multicellular organismal response to stress"	110	0.577591673891849	2.25280233250499	1.5982221686737e-10	6.95465183995248e-09	4.49084108196843e-09	2443	"tags=46%, list=15%, signal=40%"
"GO:0048172"	"GO:0048172"	"regulation of short-term neuronal synaptic plasticity"	22	0.859555266101689	2.49227995704923	1.6397634577523e-10	7.030485825113e-09	4.53980951113002e-09	858	"tags=59%, list=5%, signal=56%"
"GO:0051952"	"GO:0051952"	"regulation of amine transport"	91	0.610275437114653	2.30587761710185	1.62783190647913e-10	7.030485825113e-09	4.53980951113002e-09	3130	"tags=55%, list=19%, signal=45%"
"GO:0072657"	"GO:0072657"	"protein localization to membrane"	464	0.406447670175861	1.8378680640339	1.74316646372689e-10	7.41927273722009e-09	4.79086165251717e-09	2955	"tags=32%, list=18%, signal=27%"
"GO:0048704"	"GO:0048704"	"embryonic skeletal system morphogenesis"	75	-0.603032849696125	-2.53411175398264	1.86269154972348e-10	7.85423460662452e-09	5.07173044036789e-09	2014	"tags=44%, list=13%, signal=39%"
"GO:0015837"	"GO:0015837"	"amine transport"	101	0.588024494491013	2.24989047503092	1.87230082373659e-10	7.85423460662452e-09	5.07173044036789e-09	3130	"tags=52%, list=19%, signal=43%"
"GO:0000375"	"GO:0000375"	"RNA splicing, via transesterification reactions"	281	-0.386549145720548	-1.94983229944968	1.9588553409564e-10	8.04372217825123e-09	5.19408862461159e-09	3784	"tags=43%, list=23%, signal=34%"
"GO:0000377"	"GO:0000377"	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	281	-0.386549145720548	-1.94983229944968	1.9588553409564e-10	8.04372217825123e-09	5.19408862461159e-09	3784	"tags=43%, list=23%, signal=34%"
"GO:0000398"	"GO:0000398"	"mRNA splicing, via spliceosome"	281	-0.386549145720548	-1.94983229944968	1.9588553409564e-10	8.04372217825123e-09	5.19408862461159e-09	3784	"tags=43%, list=23%, signal=34%"
"GO:0042273"	"GO:0042273"	"ribosomal large subunit biogenesis"	65	-0.61866998767664	-2.52934244788893	2.10950922277957e-10	8.60178201260676e-09	5.55444570473502e-09	3822	"tags=60%, list=24%, signal=46%"
"GO:0050805"	"GO:0050805"	"negative regulation of synaptic transmission"	70	0.653880228374085	2.34959198214776	2.44820178697199e-10	9.91351709710671e-09	6.40147499415117e-09	3553	"tags=66%, list=22%, signal=51%"
"GO:0022618"	"GO:0022618"	"protein-RNA complex assembly"	181	-0.437200898674744	-2.11086180867384	3.19129630318148e-10	1.28334129267939e-08	8.28694510089302e-09	3808	"tags=50%, list=24%, signal=39%"
"GO:0071826"	"GO:0071826"	"protein-RNA complex organization"	190	-0.432838590003421	-2.0957925639024	3.5360842272911e-10	1.41225391296811e-08	9.11937511248758e-09	3808	"tags=50%, list=24%, signal=39%"
"GO:0007411"	"GO:0007411"	"axon guidance"	227	0.466633459715748	1.9866110616788	3.77777924982664e-10	1.49851910243123e-08	9.67641702587174e-09	2661	"tags=40%, list=17%, signal=34%"
"GO:0006401"	"GO:0006401"	"RNA catabolic process"	308	-0.371543351640481	-1.91217251500575	3.95151388631255e-10	1.55684307237084e-08	1.00530335500284e-08	4581	"tags=43%, list=28%, signal=32%"
"GO:0001764"	"GO:0001764"	"neuron migration"	207	0.488608171464149	2.06278129693	4.02782806662306e-10	1.57625942660933e-08	1.01784111581142e-08	2898	"tags=41%, list=18%, signal=34%"
"GO:0051054"	"GO:0051054"	"positive regulation of DNA metabolic process"	281	-0.382194891936408	-1.92786856013655	4.20625101797388e-10	1.63510997905371e-08	1.05584279938895e-08	3405	"tags=38%, list=21%, signal=31%"
"GO:0051216"	"GO:0051216"	"cartilage development"	195	-0.429013709264336	-2.08395752577587	4.25577468983906e-10	1.64340544479812e-08	1.06119944688423e-08	2741	"tags=34%, list=17%, signal=29%"
"GO:1901888"	"GO:1901888"	"regulation of cell junction assembly"	300	0.444698148356074	1.93721723911271	4.42846567542908e-10	1.69884101009388e-08	1.09699596405885e-08	2946	"tags=39%, list=18%, signal=32%"
"GO:0045931"	"GO:0045931"	"positive regulation of mitotic cell cycle"	126	-0.484887732541559	-2.21676946882785	5.06008562649912e-10	1.92845485543244e-08	1.2452649663562e-08	3242	"tags=51%, list=20%, signal=41%"
"GO:2001252"	"GO:2001252"	"positive regulation of chromosome organization"	103	-0.537866479311085	-2.38293561709739	5.2435727523674e-10	1.98540731941911e-08	1.28204099352141e-08	3274	"tags=50%, list=20%, signal=40%"
"GO:0008542"	"GO:0008542"	"visual learning"	67	0.650945501396254	2.32406082250387	5.40348297612724e-10	2.00844944481336e-08	1.29692003070655e-08	2824	"tags=52%, list=18%, signal=43%"
"GO:0006457"	"GO:0006457"	"protein folding"	165	-0.453548603925152	-2.13119586632193	5.39113696874093e-10	2.00844944481336e-08	1.29692003070655e-08	3153	"tags=41%, list=20%, signal=33%"
"GO:0140013"	"GO:0140013"	"meiotic nuclear division"	160	-0.453427656239622	-2.12539420793553	5.40886620298447e-10	2.00844944481336e-08	1.29692003070655e-08	3125	"tags=41%, list=19%, signal=34%"
"GO:0007369"	"GO:0007369"	"gastrulation"	170	-0.446263799947298	-2.11193850900631	5.44220566421729e-10	2.00844944481336e-08	1.29692003070655e-08	3859	"tags=45%, list=24%, signal=34%"
"GO:0010212"	"GO:0010212"	"response to ionizing radiation"	136	-0.475514945978059	-2.21002524691099	5.62249930884023e-10	2.06193669621682e-08	1.33145845929967e-08	2616	"tags=35%, list=16%, signal=30%"
"GO:0006399"	"GO:0006399"	"tRNA metabolic process"	190	-0.429236389101865	-2.07835080607969	5.67468702233381e-10	2.06806875170178e-08	1.33541812361106e-08	5067	"tags=53%, list=31%, signal=37%"
"GO:1903539"	"GO:1903539"	"protein localization to postsynaptic membrane"	79	0.627425217891312	2.30342108770292	5.73893051133531e-10	2.07849091997492e-08	1.34214805093471e-08	2955	"tags=61%, list=18%, signal=50%"
"GO:0007214"	"GO:0007214"	"gamma-aminobutyric acid signaling pathway"	31	0.788075911692106	2.46835663972242	6.56240782208e-10	2.3620617290462e-08	1.52525879009618e-08	1579	"tags=68%, list=10%, signal=61%"
"GO:0019226"	"GO:0019226"	"transmission of nerve impulse"	92	0.588331369315304	2.22976147538512	7.07222354781173e-10	2.52994696363743e-08	1.6336676545381e-08	3536	"tags=64%, list=22%, signal=50%"
"GO:0030900"	"GO:0030900"	"forebrain development"	439	0.408371716356329	1.84105752237676	7.3088708047249e-10	2.59866010136286e-08	1.67803792480751e-08	2824	"tags=33%, list=18%, signal=28%"
"GO:0016082"	"GO:0016082"	"synaptic vesicle priming"	33	0.774940592836051	2.45242133638034	7.58841720492986e-10	2.68170064981491e-08	1.73165986233073e-08	1578	"tags=64%, list=10%, signal=58%"
"GO:0010608"	"GO:0010608"	"post-transcriptional regulation of gene expression"	484	-0.320291292482363	-1.7231582236948	7.84385687903797e-10	2.75527285913677e-08	1.77916779050849e-08	4252	"tags=40%, list=26%, signal=31%"
"GO:0008088"	"GO:0008088"	"axo-dendritic transport"	98	0.59855795992134	2.28036898383409	8.20898822975707e-10	2.86626409387506e-08	1.85083837994586e-08	3173	"tags=49%, list=20%, signal=40%"
"GO:0071897"	"GO:0071897"	"DNA biosynthetic process"	151	-0.460621225707296	-2.16167038268061	8.31641634286649e-10	2.88648950566991e-08	1.86389857508981e-08	3270	"tags=44%, list=20%, signal=35%"
"GO:0035235"	"GO:0035235"	"ionotropic glutamate receptor signaling pathway"	31	0.784566475121439	2.45736462622172	8.60934681986285e-10	2.97047936725564e-08	1.91813351445963e-08	2851	"tags=81%, list=18%, signal=66%"
"GO:2001251"	"GO:2001251"	"negative regulation of chromosome organization"	91	-0.544351604002041	-2.37274810240797	9.43976825258493e-10	3.22615601153687e-08	2.08323209944442e-08	4252	"tags=63%, list=26%, signal=46%"
"GO:0106027"	"GO:0106027"	"neuron projection organization"	121	0.552948916649632	2.19169341210862	9.46103032023333e-10	3.22615601153687e-08	2.08323209944442e-08	3036	"tags=44%, list=19%, signal=36%"
"GO:0017156"	"GO:0017156"	"calcium-ion regulated exocytosis"	72	0.636454032754343	2.29427340085825	9.90373107326944e-10	3.35747999350198e-08	2.16803219394644e-08	2161	"tags=46%, list=13%, signal=40%"
"GO:0048489"	"GO:0048489"	"synaptic vesicle transport"	54	0.687308117535093	2.39497459528345	1.04570052992232e-09	3.52455479189424e-08	2.27591773381937e-08	1600	"tags=41%, list=10%, signal=37%"
"GO:0060562"	"GO:0060562"	"epithelial tube morphogenesis"	336	-0.35603769128564	-1.83706885731658	1.11200836673141e-09	3.72650619908669e-08	2.40632421524395e-08	3533	"tags=35%, list=22%, signal=28%"
"GO:0097485"	"GO:0097485"	"neuron projection guidance"	228	0.466463349606402	1.98882519638567	1.19809596972078e-09	3.99205577110962e-08	2.57779806537817e-08	2661	"tags=39%, list=17%, signal=33%"
"GO:0006403"	"GO:0006403"	"RNA localization"	166	-0.450510508692862	-2.12331374193013	1.21529569094665e-09	4.0263574851761e-08	2.59994777901685e-08	4549	"tags=55%, list=28%, signal=40%"
"GO:0062237"	"GO:0062237"	"protein localization to postsynapse"	80	0.619079655887021	2.2798097406673	1.26188688684281e-09	4.15709742213584e-08	2.6843707369829e-08	2955	"tags=60%, list=18%, signal=49%"
"GO:0061982"	"GO:0061982"	"meiosis I cell cycle process"	105	-0.511533351150323	-2.2795425721222	1.29546547228954e-09	4.24374110613499e-08	2.74031933434635e-08	2861	"tags=41%, list=18%, signal=34%"
"GO:0042770"	"GO:0042770"	"signal transduction in response to DNA damage"	179	-0.432574325768056	-2.07790065356086	1.46202078366121e-09	4.76259396063047e-08	3.07535921385249e-08	3578	"tags=40%, list=22%, signal=32%"
"GO:0021537"	"GO:0021537"	"telencephalon development"	307	0.436657486412448	1.90854132157117	1.52584105748588e-09	4.94287733677788e-08	3.19177395475263e-08	2201	"tags=31%, list=14%, signal=28%"
"GO:0051648"	"GO:0051648"	"vesicle localization"	218	0.474286416973722	2.01707304559583	1.54502989824378e-09	4.97738637384501e-08	3.21405754348241e-08	3529	"tags=40%, list=22%, signal=32%"
"GO:0141188"	"GO:0141188"	"nucleic acid catabolic process"	332	-0.357822953860154	-1.83609407333694	1.56053415999045e-09	4.99971136643095e-08	3.22847350508146e-08	4581	"tags=42%, list=28%, signal=31%"
"GO:1904888"	"GO:1904888"	"cranial skeletal system development"	75	-0.583989547187004	-2.4540865003877	1.72646933380066e-09	5.50111622152549e-08	3.55224665343972e-08	2524	"tags=45%, list=16%, signal=38%"
"GO:0045930"	"GO:0045930"	"negative regulation of mitotic cell cycle"	208	-0.411159876707993	-2.04283089414995	2.07066989101647e-09	6.56199789919404e-08	4.23729187652512e-08	3551	"tags=46%, list=22%, signal=36%"
"GO:0099068"	"GO:0099068"	"postsynapse assembly"	106	0.569097242981719	2.20261432554769	2.16598059292505e-09	6.82693666883565e-08	4.4083713120301e-08	2946	"tags=49%, list=18%, signal=40%"
"GO:2000300"	"GO:2000300"	"regulation of synaptic vesicle exocytosis"	66	0.6421605292653	2.28234132285536	2.31231216500321e-09	7.24897431942674e-08	4.68089451851527e-08	2634	"tags=48%, list=16%, signal=41%"
"GO:1901991"	"GO:1901991"	"negative regulation of mitotic cell cycle phase transition"	162	-0.445201500598547	-2.0832536200813	2.34372830224155e-09	7.30817097880775e-08	4.71911969440925e-08	3470	"tags=49%, list=22%, signal=39%"
"GO:0050000"	"GO:0050000"	"chromosome localization"	113	-0.501610025586422	-2.25170666521825	2.38023117960914e-09	7.3825148980324e-08	4.76712594034821e-08	3215	"tags=49%, list=20%, signal=39%"
"GO:0001837"	"GO:0001837"	"epithelial to mesenchymal transition"	154	-0.445940122535753	-2.08838916261987	3.03976395834569e-09	9.37823473074799e-08	6.05582605346841e-08	3393	"tags=43%, list=21%, signal=34%"
"GO:0048675"	"GO:0048675"	"axon extension"	125	0.543500694362231	2.16493608211031	3.11110709497653e-09	9.54782393200429e-08	6.16533522367371e-08	2690	"tags=40%, list=17%, signal=34%"
"GO:1901992"	"GO:1901992"	"positive regulation of mitotic cell cycle phase transition"	94	-0.538151750431232	-2.33387126143372	3.25579731775988e-09	9.93955715175804e-08	6.4182898901224e-08	3227	"tags=54%, list=20%, signal=44%"
"GO:0097061"	"GO:0097061"	"dendritic spine organization"	110	0.554619829213357	2.16320439054549	3.40087081761387e-09	1.0328373821618e-07	6.66936124704212e-08	3036	"tags=45%, list=19%, signal=36%"
"GO:0070588"	"GO:0070588"	"calcium ion transmembrane transport"	254	0.45042773278448	1.93489682046671	3.42782976913353e-09	1.03563084890247e-07	6.68739955505352e-08	3406	"tags=43%, list=21%, signal=34%"
"GO:0006816"	"GO:0006816"	"calcium ion transport"	340	0.424344923759331	1.87879386138879	3.57816256973735e-09	1.07547762598652e-07	6.94470293648969e-08	3284	"tags=38%, list=20%, signal=31%"
"GO:0010976"	"GO:0010976"	"positive regulation of neuron projection development"	212	0.47944291977614	2.03396199234205	3.96754688689019e-09	1.18639825115162e-07	7.66095288227055e-08	2011	"tags=28%, list=12%, signal=25%"
"GO:0051310"	"GO:0051310"	"metaphase chromosome alignment"	96	-0.525524326058857	-2.30908418610518	4.15836830408392e-09	1.23447129176347e-07	7.97137587781805e-08	2580	"tags=50%, list=16%, signal=42%"
"GO:0031570"	"GO:0031570"	"DNA integrity checkpoint signaling"	118	-0.491780852294267	-2.22104210507923	4.17065416699371e-09	1.23447129176347e-07	7.97137587781805e-08	3551	"tags=53%, list=22%, signal=42%"
"GO:0070050"	"GO:0070050"	"neuron cellular homeostasis"	72	0.622485167269808	2.243918787843	4.27194589466357e-09	1.2580664904941e-07	8.12373762105879e-08	3352	"tags=57%, list=21%, signal=45%"
"GO:0098739"	"GO:0098739"	"import across plasma membrane"	170	0.496847673931869	2.06643740763145	4.6676976451196e-09	1.36770577732123e-07	8.83171355545772e-08	2992	"tags=44%, list=19%, signal=36%"
"GO:0030516"	"GO:0030516"	"regulation of axon extension"	99	0.563676126034658	2.14722268413487	5.11016297596539e-09	1.48986801564271e-07	9.6205541921201e-08	2690	"tags=42%, list=17%, signal=36%"
"GO:0034502"	"GO:0034502"	"protein localization to chromosome"	111	-0.499861229254336	-2.2382397187171	5.16371964897443e-09	1.49799250115273e-07	9.67301659302516e-08	3855	"tags=48%, list=24%, signal=37%"
"GO:0009914"	"GO:0009914"	"hormone transport"	320	0.423974486602779	1.86047298093672	5.35448598371713e-09	1.54564394906211e-07	9.98071722968014e-08	3132	"tags=37%, list=19%, signal=30%"
"GO:0045132"	"GO:0045132"	"meiotic chromosome segregation"	78	-0.561781940957386	-2.37954463134872	5.58749569903716e-09	1.60495997148205e-07	1.0363739753931e-07	2731	"tags=44%, list=17%, signal=36%"
"GO:0035107"	"GO:0035107"	"appendage morphogenesis"	153	-0.443246038854224	-2.0778211841168	5.89353408621904e-09	1.67635108569479e-07	1.08247350071402e-07	3262	"tags=41%, list=20%, signal=33%"
"GO:0035108"	"GO:0035108"	"limb morphogenesis"	153	-0.443246038854224	-2.0778211841168	5.89353408621904e-09	1.67635108569479e-07	1.08247350071402e-07	3262	"tags=41%, list=20%, signal=33%"
"GO:0060292"	"GO:0060292"	"long-term synaptic depression"	43	0.708944340511272	2.36373504979029	6.0927231450274e-09	1.72459556595411e-07	1.11362650433127e-07	2943	"tags=67%, list=18%, signal=55%"
"GO:0007498"	"GO:0007498"	"mesoderm development"	109	-0.507397623251967	-2.25762928988888	6.5235711467676e-09	1.83763011385516e-07	1.18661652641687e-07	2643	"tags=39%, list=16%, signal=33%"
"GO:0006275"	"GO:0006275"	"regulation of DNA replication"	108	-0.505112968931556	-2.23423689781911	6.84875509888663e-09	1.91076990342622e-07	1.23384522733405e-07	4472	"tags=56%, list=28%, signal=40%"
"GO:0021953"	"GO:0021953"	"central nervous system neuron differentiation"	257	0.446658385266966	1.91954843808931	6.82955193000266e-09	1.91076990342622e-07	1.23384522733405e-07	2651	"tags=35%, list=16%, signal=30%"
"GO:0046883"	"GO:0046883"	"regulation of hormone secretion"	261	0.446457937937277	1.92370249960904	6.99211849165066e-09	1.941478234515e-07	1.25367457867842e-07	3177	"tags=39%, list=20%, signal=32%"
"GO:0046717"	"GO:0046717"	"acid secretion"	35	0.747636855072396	2.39188063947013	7.88375609241265e-09	2.17868160070418e-07	1.40684437727912e-07	993	"tags=40%, list=6%, signal=38%"
"GO:0044786"	"GO:0044786"	"cell cycle DNA replication"	40	-0.686734623114709	-2.52813157254829	8.62804451506663e-09	2.37311922487516e-07	1.5323989687385e-07	2821	"tags=62%, list=18%, signal=52%"
"GO:0098930"	"GO:0098930"	"axonal transport"	72	0.616366431052073	2.22186212227288	8.76779709443635e-09	2.40023590881025e-07	1.54990907866562e-07	2515	"tags=46%, list=16%, signal=39%"
"GO:0006913"	"GO:0006913"	"nucleocytoplasmic transport"	336	-0.347377912384004	-1.79238648092547	8.88633063359554e-09	2.41005553137189e-07	1.55624992295575e-07	3859	"tags=40%, list=24%, signal=31%"
"GO:0051169"	"GO:0051169"	"nuclear transport"	336	-0.347377912384004	-1.79238648092547	8.88633063359554e-09	2.41005553137189e-07	1.55624992295575e-07	3859	"tags=40%, list=24%, signal=31%"
"GO:0061448"	"GO:0061448"	"connective tissue development"	279	-0.361588204715844	-1.82471673228114	9.27998089270666e-09	2.50516521228577e-07	1.61766528524424e-07	2741	"tags=30%, list=17%, signal=25%"
"GO:0036465"	"GO:0036465"	"synaptic vesicle recycling"	103	0.562410524750393	2.16758994575799	1.10162048193698e-08	2.96016084339839e-07	1.91147051364956e-07	3073	"tags=44%, list=19%, signal=36%"
"GO:0002062"	"GO:0002062"	"chondrocyte differentiation"	114	-0.476659234895951	-2.1365321582977	1.16072272869941e-08	3.10466707846159e-07	2.00478281050594e-07	2000	"tags=34%, list=12%, signal=30%"
"GO:0002790"	"GO:0002790"	"peptide secretion"	255	0.439026958189609	1.88445823894907	1.1900259753664e-08	3.16851208327009e-07	2.04600957168259e-07	3177	"tags=38%, list=20%, signal=31%"
"GO:0048701"	"GO:0048701"	"embryonic cranial skeleton morphogenesis"	46	-0.649772311792977	-2.44307830970036	1.26857699975996e-08	3.36230567527286e-07	2.17114829097673e-07	2014	"tags=48%, list=13%, signal=42%"
"GO:0007127"	"GO:0007127"	"meiosis I"	98	-0.514021740792706	-2.27857720149872	1.27896673389153e-08	3.37450453634457e-07	2.17902548565373e-07	2458	"tags=38%, list=15%, signal=32%"
"GO:0048706"	"GO:0048706"	"embryonic skeletal system development"	106	-0.496187307613118	-2.1975147508191	1.30811588488732e-08	3.42581459170054e-07	2.21215802913878e-07	2014	"tags=36%, list=13%, signal=32%"
"GO:0007188"	"GO:0007188"	"adenylate cyclase-modulating G protein-coupled receptor signaling pathway"	174	0.490386724745544	2.04847145692484	1.31016404381619e-08	3.42581459170054e-07	2.21215802913878e-07	2824	"tags=40%, list=18%, signal=34%"
"GO:0010959"	"GO:0010959"	"regulation of metal ion transport"	307	0.423842121516827	1.85252796049209	1.49412032770737e-08	3.88938197806324e-07	2.51149831400811e-07	2411	"tags=30%, list=15%, signal=26%"
"GO:0030326"	"GO:0030326"	"embryonic limb morphogenesis"	122	-0.479274517375423	-2.18688522292782	1.52957958179154e-08	3.92906543675176e-07	2.53712319224129e-07	3338	"tags=42%, list=21%, signal=33%"
